order_id,customer_id,product_id,quantity,price,order_date,shipping_status
122,47672,658,2,304.38,2023-10-01,Processing
123,11252,916,4,1024.24,2022-12-02,Delivered
124,34484,268,1,420.14,2022-09-24,Delivered
125,9838,52,3,1441.65,2023-08-14,Cancelled
126,13756,180,5,312.3,2024-08-12,Processing
127,832,489,3,899.82,2024-07-18,Shipped
128,29022,698,2,191.48,2023-05-10,Delivered
129,40452,393,2,686.12,2023-09-06,Processing
130,3805,879,3,501.27,2022-09-26,Delivered
131,46094,148,4,1540.48,2022-08-15,Pending
132,17583,572,1,233.78,2022-12-06,Shipped
133,11793,202,2,12.2,2024-04-06,Cancelled
134,11695,129,2,211.1,2023-03-29,Cancelled
135,29219,27,5,1010.55,2022-11-18,Cancelled
136,43480,136,1,340.03,2023-04-20,Delivered
137,14980,909,1,185.94,2022-09-13,Pending
138,42200,60,4,166.72,2023-12-09,Delivered
139,17278,107,1,76.77,2023-09-29,Pending
140,37200,737,3,1380.3,2022-11-07,Processing
141,33503,651,4,630.16,2024-08-06,Delivered
142,14715,884,3,236.01,2024-07-31,Shipped
143,22072,84,1,396.8,2022-12-24,Pending
144,6022,696,5,956.3,2024-04-15,Delivered
145,27107,380,5,1378.2,2024-07-11,Processing
146,18706,413,2,461.28,2023-01-25,Delivered
147,35273,157,2,548.04,2023-04-15,Processing
148,22403,215,1,356.45,2022-06-20,Shipped
149,30373,186,3,74.4,2024-03-02,Delivered
150,1165,872,1,194.95,2024-03-18,Cancelled
151,28661,30,2,599.36,2023-01-27,Processing
152,15888,258,2,140.24,2024-03-29,Processing
153,27095,399,5,2418.4,2024-05-08,Pending
154,33389,112,4,1829.88,2023-11-19,Shipped
155,19165,411,2,623.52,2022-11-01,Delivered
156,30108,393,2,711.32,2024-08-11,Shipped
157,17047,552,4,666.96,2023-04-30,Processing
158,10553,722,3,1437.69,2023-05-13,Delivered
159,29215,749,3,1093.02,2023-12-08,Processing
160,41109,309,4,1262.68,2022-10-08,Shipped
161,26139,338,3,476.58,2023-02-11,Delivered
162,11915,567,3,361.65,2022-09-16,Pending
163,37992,306,1,78.6,2023-06-05,Processing
164,18666,965,1,175.01,2022-07-09,Pending
165,35644,9,1,128.57,2023-05-02,Pending
166,27126,634,1,119.65,2023-04-22,Processing
167,43128,128,4,1113.4,2023-10-25,Cancelled
168,39462,651,1,110.33,2022-12-13,Pending
169,46479,291,5,173.15,2023-06-13,Processing
170,30735,968,5,1985.35,2023-09-22,Cancelled
171,26315,724,3,196.41,2023-04-25,Delivered
172,25528,372,4,1124.88,2024-03-13,Pending
173,26947,785,5,2379.55,2022-08-25,Cancelled
174,35198,945,4,300.8,2022-10-13,Pending
175,13931,155,3,1081.29,2024-03-23,Pending
176,3063,396,3,229.56,2023-01-14,Pending
177,11019,231,2,76.14,2022-11-06,Processing
178,27639,281,5,238.55,2024-06-30,Pending
179,1367,310,4,172.32,2023-05-26,Shipped
180,25763,90,4,1749.52,2023-12-04,Processing
181,21052,86,3,448.86,2024-07-29,Cancelled
182,15614,531,5,640.75,2023-01-19,Delivered
183,14073,297,2,258.12,2023-04-16,Processing
184,9308,891,5,2125.35,2023-11-21,Cancelled
185,23296,721,1,479.58,2024-08-18,Pending
186,42058,232,3,399.39,2023-05-28,Pending
187,14748,834,3,897.6,2023-06-29,Cancelled
188,34793,469,3,257.07,2024-09-06,Processing
189,45306,127,2,833.86,2023-01-12,Delivered
190,16133,895,5,2416.5,2022-10-10,Processing
191,39206,174,3,1022.46,2024-04-19,Processing
192,30796,719,4,1626.56,2023-03-12,Cancelled
193,40862,578,5,1572.7,2023-04-01,Processing
194,39153,875,1,71.1,2023-09-16,Delivered
195,33751,14,1,468.16,2023-12-15,Delivered
196,32275,246,5,1787.85,2023-06-15,Pending
197,44482,542,1,345.71,2023-10-28,Processing
198,45855,46,4,1448.04,2023-08-11,Shipped
199,32737,467,5,882.1,2022-11-04,Cancelled
200,17576,430,5,1019.55,2024-01-20,Delivered
201,28874,324,4,1173.92,2022-06-12,Processing
202,11089,810,5,2383.25,2022-10-02,Cancelled
203,44836,447,5,543.05,2022-12-22,Shipped
204,49500,568,2,422.06,2022-12-27,Shipped
205,39002,197,4,299.48,2022-12-02,Shipped
206,4691,841,1,41.55,2023-04-26,Shipped
207,43562,817,3,902.73,2023-07-07,Shipped
208,15019,915,2,887.78,2024-07-19,Processing
209,20769,889,4,691.8,2022-11-04,Processing
210,44108,725,5,979.9,2023-10-11,Processing
211,21302,224,3,879.63,2023-03-29,Pending
212,26124,513,2,313.42,2023-05-10,Processing
213,21942,818,4,1438.84,2023-07-05,Shipped
214,18608,155,2,841.38,2023-10-09,Delivered
215,35391,995,1,97.55,2024-04-12,Delivered
216,18805,17,5,1813.0,2023-10-26,Delivered
217,29541,605,4,1054.44,2022-12-13,Pending
218,36848,140,1,469.05,2023-01-01,Cancelled
219,35735,552,3,805.86,2024-08-24,Pending
220,17178,951,5,1841.85,2023-08-12,Pending
221,4410,553,2,204.26,2023-01-07,Pending
222,30563,847,5,2438.15,2024-05-02,Cancelled
223,32811,907,1,385.2,2023-12-10,Processing
224,38289,455,2,906.86,2022-07-17,Delivered
225,8878,859,5,1003.8,2024-01-15,Shipped
226,12415,258,4,1204.76,2024-03-25,Processing
227,44921,346,5,602.15,2022-06-16,Cancelled
228,3429,425,4,1123.76,2024-07-26,Processing
229,46641,67,4,1760.08,2023-08-31,Cancelled
230,23700,664,2,83.1,2022-10-19,Pending
231,8617,539,5,2372.75,2023-11-10,Shipped
232,8322,573,2,341.38,2022-06-27,Pending
233,1005,417,4,294.84,2024-04-17,Cancelled
234,4587,223,3,837.9,2024-04-07,Pending
235,24273,609,4,1101.96,2024-02-10,Processing
236,12497,911,4,1544.0,2023-07-04,Delivered
237,16993,822,3,848.34,2024-09-14,Delivered
238,31741,45,1,204.84,2023-11-01,Delivered
239,11904,537,3,1336.11,2023-02-08,Shipped
240,5452,273,2,679.5,2022-08-27,Cancelled
241,38108,756,1,70.13,2023-03-06,Cancelled
242,4118,294,4,1474.52,2024-06-28,Shipped
243,6381,423,2,461.74,2022-08-05,Shipped
244,28279,485,3,1338.18,2023-10-28,Shipped
245,48815,359,4,1058.96,2024-03-13,Pending
246,6669,349,2,785.88,2023-03-12,Shipped
247,12393,856,5,1510.0,2023-05-31,Shipped
248,30349,937,1,6.54,2022-08-14,Shipped
249,14901,122,4,123.0,2022-11-17,Cancelled
250,32160,883,3,949.02,2024-06-12,Cancelled
251,26738,736,2,830.86,2024-07-14,Shipped
252,6370,881,5,384.75,2022-11-26,Pending
253,17212,630,4,1982.6,2022-06-01,Cancelled
254,27736,365,2,998.72,2023-06-10,Pending
255,42345,980,3,965.04,2024-04-09,Delivered
256,31044,379,2,721.38,2022-07-16,Pending
257,11270,451,4,598.32,2023-01-05,Delivered
258,28992,736,4,609.4,2024-06-16,Delivered
259,27011,329,5,56.0,2024-06-25,Pending
260,36969,273,1,117.06,2022-11-03,Cancelled
261,26652,91,2,951.26,2022-07-08,Pending
262,46245,131,3,553.56,2023-09-22,Pending
263,49383,203,3,721.17,2022-09-01,Pending
264,39639,897,2,517.84,2023-07-31,Shipped
265,25317,366,2,966.94,2022-07-24,Cancelled
266,48186,100,3,1001.07,2022-07-18,Processing
267,34532,148,2,972.2,2022-07-27,Cancelled
268,41242,278,3,894.54,2024-06-18,Delivered
269,33969,944,3,266.07,2024-03-05,Cancelled
270,4258,406,3,1377.15,2024-04-11,Cancelled
271,31038,660,2,218.9,2023-12-02,Processing
272,33630,837,1,53.75,2024-03-14,Pending
273,3262,740,3,1259.79,2024-06-02,Delivered
274,22595,438,2,776.52,2024-04-15,Processing
275,33955,439,2,152.2,2023-01-29,Shipped
276,18011,364,2,309.0,2023-11-21,Delivered
277,46168,945,4,672.72,2023-02-01,Pending
278,12555,623,4,61.12,2024-08-20,Shipped
279,25405,741,3,1126.14,2023-10-19,Pending
280,25547,524,5,1955.75,2023-10-06,Processing
281,46284,328,3,1484.49,2023-12-04,Shipped
282,24719,344,3,277.83,2023-08-27,Cancelled
283,17011,301,3,711.42,2022-12-26,Pending
284,26018,208,1,338.32,2022-12-07,Delivered
285,42096,827,2,497.48,2024-02-02,Cancelled
286,11392,467,4,1407.64,2022-09-17,Delivered
287,24373,692,2,728.02,2023-06-20,Pending
288,4232,972,5,464.95,2022-06-17,Shipped
289,14600,416,2,202.18,2024-06-15,Delivered
290,3686,775,1,447.85,2023-03-22,Pending
291,46940,90,3,109.5,2022-10-02,Cancelled
292,26150,119,4,1070.24,2024-03-30,Cancelled
293,1748,341,1,474.89,2024-01-06,Pending
294,32731,965,5,474.8,2023-12-25,Processing
295,10449,441,3,511.11,2024-04-14,Pending
296,46988,459,5,435.55,2023-05-22,Processing
297,47702,913,3,549.45,2023-11-27,Processing
298,12551,667,4,350.36,2024-01-15,Processing
299,16352,715,3,1473.27,2024-02-02,Processing
300,41238,669,5,1234.3,2024-05-21,Shipped
301,17754,945,5,1473.15,2024-02-03,Delivered
302,48579,5,3,1465.38,2023-04-27,Delivered
303,9448,998,4,1044.08,2024-08-18,Shipped
304,22132,337,4,1390.92,2023-08-03,Shipped
305,30092,217,4,1208.72,2023-07-16,Processing
306,8011,528,1,286.03,2023-10-13,Pending
307,9561,153,3,641.64,2022-09-18,Cancelled
308,14607,475,1,208.28,2023-05-02,Delivered
309,23527,305,1,14.82,2024-06-24,Shipped
310,45954,370,4,652.72,2024-05-04,Shipped
311,21357,307,2,988.22,2024-05-24,Cancelled
312,25535,160,1,316.17,2023-12-13,Shipped
313,18094,609,2,474.4,2024-09-08,Cancelled
314,40008,474,1,307.13,2023-06-26,Cancelled
315,15151,269,4,862.12,2024-04-14,Shipped
316,20099,381,5,1140.5,2022-11-04,Shipped
317,32231,737,2,497.98,2024-04-25,Pending
318,39851,638,2,397.98,2023-07-09,Shipped
319,41570,720,2,790.44,2023-12-05,Pending
320,14590,122,4,421.32,2022-06-24,Pending
321,21601,672,1,119.5,2024-01-21,Pending
322,6343,763,2,99.06,2022-09-14,Processing
323,26796,14,5,1695.0,2022-07-29,Processing
324,37046,425,4,367.32,2024-02-12,Cancelled
325,19667,37,1,273.27,2022-06-30,Processing
326,42051,437,4,1061.12,2023-04-21,Delivered
327,38701,455,1,235.77,2024-02-13,Shipped
328,37566,161,2,209.24,2023-09-19,Cancelled
329,6642,781,4,124.88,2024-07-08,Cancelled
330,39687,817,2,697.64,2023-02-27,Cancelled
331,25824,99,3,243.45,2023-01-18,Shipped
332,31374,222,3,1044.09,2024-09-07,Shipped
333,35501,995,3,396.75,2023-02-19,Processing
334,38824,492,2,406.24,2022-10-16,Shipped
335,2239,987,3,651.27,2022-07-11,Processing
336,48296,828,3,752.91,2023-06-01,Cancelled
337,39402,22,3,1120.74,2022-08-25,Delivered
338,29292,756,2,462.5,2022-08-13,Processing
339,21375,653,1,35.27,2023-12-01,Delivered
340,48022,832,3,584.94,2023-02-09,Delivered
341,44056,84,3,1415.85,2024-01-21,Shipped
342,29797,5,5,2328.65,2022-06-26,Processing
343,23935,44,4,1753.24,2022-09-11,Cancelled
344,35474,716,3,217.02,2024-02-05,Cancelled
345,1737,675,5,1025.15,2023-04-25,Delivered
346,24216,482,4,982.2,2023-09-09,Pending
347,34278,920,1,170.81,2024-07-16,Shipped
348,20185,434,5,2161.95,2022-06-02,Cancelled
349,44107,794,1,262.73,2024-08-06,Delivered
350,19129,527,5,51.3,2024-02-27,Delivered
351,40773,144,5,1343.05,2024-04-20,Delivered
352,3524,450,3,926.88,2022-10-12,Processing
353,45018,242,2,545.52,2024-08-28,Cancelled
354,3182,444,2,836.6,2024-08-14,Cancelled
355,37451,397,3,378.06,2023-03-31,Shipped
356,32575,631,5,2211.3,2022-07-13,Shipped
357,49419,677,5,1857.05,2023-04-12,Shipped
358,29350,766,5,1998.8,2023-04-04,Pending
359,39455,20,3,290.88,2023-09-10,Delivered
360,35524,191,1,205.95,2023-01-14,Shipped
361,36633,473,2,118.4,2022-12-20,Shipped
362,33825,580,4,621.24,2023-08-07,Pending
363,30699,899,4,110.24,2022-10-09,Shipped
364,10099,797,2,343.42,2023-09-03,Delivered
365,34107,192,2,823.88,2023-01-28,Pending
366,3738,828,2,470.32,2024-05-03,Processing
367,38853,62,1,334.89,2022-09-12,Shipped
368,16836,669,5,959.6,2024-06-05,Processing
369,36962,597,1,171.55,2023-04-02,Cancelled
370,2092,75,3,591.0,2024-03-17,Shipped
371,27299,793,3,163.41,2024-05-28,Processing
372,12358,16,4,1957.48,2023-01-30,Pending
373,8755,283,5,2090.6,2023-04-04,Pending
374,30073,174,3,1457.7,2023-12-09,Shipped
375,45209,594,5,1227.9,2024-06-05,Shipped
376,33932,185,1,191.61,2024-06-10,Shipped
377,44008,535,1,312.09,2022-09-01,Delivered
378,15453,724,5,2453.6,2023-06-04,Shipped
379,31007,562,2,836.54,2023-09-25,Pending
380,28105,852,5,1905.85,2023-01-27,Shipped
381,24183,507,5,707.45,2023-02-28,Cancelled
382,5663,506,4,753.2,2024-05-23,Shipped
383,8040,847,5,2258.2,2022-10-20,Processing
384,41595,769,3,730.47,2023-08-07,Delivered
385,11631,986,3,137.97,2022-08-30,Cancelled
386,34590,310,5,748.05,2024-02-27,Cancelled
387,23963,780,5,2029.5,2023-05-04,Shipped
388,17409,238,4,41.56,2024-07-09,Cancelled
389,18515,645,4,248.88,2023-02-23,Pending
390,25383,622,4,330.68,2023-03-11,Pending
391,18983,975,4,597.8,2022-09-03,Delivered
392,37278,941,1,27.85,2022-08-05,Shipped
393,24222,699,3,85.53,2024-07-18,Delivered
394,18336,973,1,373.21,2024-03-27,Cancelled
395,28119,371,3,1088.49,2023-09-21,Cancelled
396,48453,808,2,65.48,2024-06-02,Pending
397,5943,458,2,10.72,2023-05-25,Shipped
398,14637,922,4,1807.4,2023-06-10,Processing
399,14257,117,2,228.22,2022-10-21,Pending
400,3588,121,2,871.7,2024-06-26,Pending
401,31195,153,1,11.21,2023-07-23,Processing
402,3895,303,4,921.96,2023-04-08,Delivered
403,25689,948,4,482.32,2024-09-04,Pending
404,30211,90,4,1185.44,2023-01-20,Processing
405,17978,733,4,1399.2,2023-06-02,Shipped
406,1239,943,5,2006.0,2023-04-20,Cancelled
407,31169,492,4,938.32,2023-06-04,Cancelled
408,4353,30,4,1075.88,2024-04-14,Cancelled
409,26485,695,4,717.64,2024-02-27,Cancelled
410,1325,399,3,734.28,2023-08-21,Processing
411,38515,897,2,163.5,2023-04-16,Delivered
412,36822,44,1,344.27,2024-06-07,Shipped
413,10285,139,1,465.77,2022-09-29,Processing
414,1837,767,3,1375.8,2022-06-29,Shipped
415,41664,756,1,92.34,2024-04-09,Processing
416,45430,834,5,1110.45,2024-04-18,Shipped
417,4078,105,2,14.94,2023-05-31,Delivered
418,25030,282,4,502.72,2022-07-15,Delivered
419,34502,532,2,110.42,2024-03-26,Pending
420,2446,311,2,257.86,2022-12-15,Processing
421,3054,401,5,412.6,2023-03-26,Processing
422,521,845,2,897.9,2023-01-14,Delivered
423,27668,789,3,616.62,2023-04-22,Delivered
424,5798,973,3,1108.29,2023-12-08,Processing
425,41368,112,5,1941.55,2022-08-10,Pending
426,5920,653,1,152.81,2024-08-04,Delivered
427,25771,680,2,524.36,2023-03-24,Processing
428,16557,255,3,1195.83,2023-08-01,Delivered
429,16360,416,4,1838.36,2022-06-20,Cancelled
430,11470,499,2,994.18,2024-03-08,Pending
431,14853,143,5,1597.8,2024-06-26,Shipped
432,11626,750,4,1697.6,2023-03-15,Processing
433,8513,647,1,315.88,2023-04-29,Delivered
434,12036,406,1,421.88,2022-06-15,Processing
435,12796,486,1,346.69,2024-07-20,Delivered
436,2032,563,1,10.94,2022-06-07,Delivered
437,42577,33,4,1387.24,2022-12-28,Cancelled
438,31065,976,5,998.5,2023-04-28,Delivered
439,35577,893,2,21.5,2023-10-16,Pending
440,41116,253,3,1223.34,2024-06-28,Pending
441,25796,473,3,1345.08,2023-03-20,Pending
442,17106,859,2,418.6,2022-07-08,Shipped
443,48647,967,1,214.89,2023-11-03,Cancelled
444,16156,777,2,26.1,2024-04-29,Shipped
445,13561,158,1,342.23,2023-04-04,Processing
446,3251,572,2,499.08,2024-09-08,Cancelled
447,18115,581,3,401.58,2024-08-31,Cancelled
448,12527,329,5,2357.75,2022-12-11,Processing
449,23131,734,2,210.16,2023-11-10,Delivered
450,1449,36,1,270.11,2024-07-25,Pending
451,15515,716,1,212.4,2023-07-06,Pending
452,45334,95,1,417.75,2024-01-05,Cancelled
453,14414,719,1,234.42,2023-09-27,Pending
454,46835,556,2,998.04,2022-10-08,Cancelled
455,47799,535,3,1437.0,2022-11-01,Cancelled
456,33080,641,2,153.82,2024-08-21,Delivered
457,3070,676,2,522.02,2023-10-15,Processing
458,17753,19,3,96.87,2024-07-29,Pending
459,37378,398,3,57.54,2024-09-02,Delivered
460,42978,889,4,743.08,2023-03-09,Shipped
461,40804,460,4,901.24,2023-10-05,Shipped
462,7392,161,1,471.62,2022-11-07,Delivered
463,34990,717,3,1425.66,2024-01-22,Pending
464,37529,99,1,354.9,2022-11-04,Shipped
465,18201,185,2,232.76,2023-09-17,Processing
466,40372,189,2,339.48,2023-04-07,Pending
467,15835,962,3,91.47,2023-05-29,Cancelled
468,10590,24,3,333.27,2022-10-18,Processing
469,11326,931,3,522.78,2023-12-15,Shipped
470,18700,834,1,28.67,2022-12-03,Cancelled
471,25520,152,2,279.42,2022-06-05,Processing
472,22441,62,4,900.08,2024-04-10,Processing
473,19745,31,3,1368.03,2024-02-26,Pending
474,48405,652,5,1962.75,2024-04-09,Processing
475,4497,334,2,292.74,2022-09-20,Pending
476,47469,760,1,54.76,2023-10-22,Cancelled
477,22541,649,4,1778.48,2024-01-19,Cancelled
478,26970,259,5,1306.85,2024-09-05,Pending
479,9056,22,4,515.44,2024-05-13,Cancelled
480,31781,884,4,1625.24,2023-05-13,Delivered
481,12097,846,1,207.82,2023-03-10,Shipped
482,15756,278,4,1751.12,2023-03-16,Cancelled
483,16491,408,3,1234.74,2023-07-20,Pending
484,29390,379,3,130.26,2024-04-25,Pending
485,40861,695,2,756.86,2023-10-12,Processing
486,3126,636,1,441.89,2023-07-06,Cancelled
487,23006,366,3,1165.32,2023-04-02,Processing
488,6316,773,5,2462.5,2023-07-29,Delivered
489,24965,53,5,1842.45,2022-07-24,Delivered
490,19756,699,1,445.56,2022-10-23,Cancelled
491,34216,767,2,268.08,2023-04-19,Delivered
492,8423,774,2,606.2,2024-03-06,Pending
493,4844,190,5,2023.85,2022-12-18,Shipped
494,4483,692,1,329.42,2023-03-15,Processing
495,38522,415,1,142.82,2023-05-13,Shipped
496,3646,236,4,1688.8,2023-03-16,Processing
497,40123,407,1,411.35,2024-02-01,Shipped
498,22610,830,2,764.64,2023-02-26,Delivered
499,30672,279,5,2050.75,2023-03-30,Delivered
500,45361,896,3,808.14,2024-07-04,Delivered
501,43921,950,5,39.85,2024-05-27,Processing
502,25810,483,4,1946.36,2023-01-26,Shipped
503,2411,386,2,900.68,2023-09-17,Cancelled
504,21371,650,1,268.41,2023-06-15,Delivered
505,39829,35,5,399.15,2024-01-10,Pending
506,2622,866,1,26.35,2022-12-07,Processing
507,37090,470,2,497.74,2023-10-29,Delivered
508,30753,778,5,2243.7,2024-01-21,Delivered
509,3538,867,3,65.01,2023-07-12,Pending
510,37444,534,4,345.64,2023-05-21,Processing
511,782,330,5,70.4,2023-05-06,Cancelled
512,697,622,4,436.68,2024-09-08,Pending
513,40399,455,5,1076.6,2024-02-07,Cancelled
514,41115,205,4,219.48,2022-08-16,Shipped
515,21892,475,3,393.87,2023-04-15,Processing
516,28697,185,4,1634.68,2023-07-22,Pending
517,4498,263,2,179.74,2023-07-05,Delivered
518,9125,421,5,2315.7,2023-07-11,Cancelled
519,38785,222,4,1445.48,2022-08-04,Processing
520,36343,504,1,289.95,2023-12-29,Delivered
521,31432,332,2,111.36,2023-11-25,Pending
522,5386,636,4,1070.24,2023-12-10,Pending
523,28328,138,1,30.48,2023-09-06,Cancelled
524,5095,24,4,138.36,2023-08-02,Cancelled
525,19055,158,4,619.36,2024-08-30,Delivered
526,14145,923,1,343.77,2022-10-18,Delivered
527,34119,838,5,1482.4,2022-10-03,Delivered
528,12338,342,1,475.71,2023-04-09,Cancelled
529,36573,814,1,66.09,2024-09-14,Cancelled
530,28741,360,2,729.94,2024-07-12,Pending
531,43967,983,1,280.17,2022-10-13,Processing
532,41934,330,4,452.64,2023-07-31,Pending
533,43440,39,3,179.64,2022-08-28,Cancelled
534,47869,899,1,196.32,2023-11-22,Cancelled
535,41989,706,5,1464.4,2022-12-03,Pending
536,45744,407,1,395.16,2023-07-02,Cancelled
537,12422,31,2,737.6,2024-07-20,Cancelled
538,49569,210,2,651.08,2024-07-26,Pending
539,24892,203,5,1963.85,2023-06-08,Cancelled
540,28769,47,5,1593.6,2023-03-19,Delivered
541,42360,454,5,1987.05,2024-06-17,Processing
542,43370,546,2,967.32,2024-04-20,Cancelled
543,48682,373,2,939.22,2024-02-12,Pending
544,3463,448,3,359.46,2024-02-09,Shipped
545,49273,320,2,374.66,2023-05-17,Cancelled
546,2730,210,4,718.2,2022-10-02,Delivered
547,25150,971,3,1393.95,2023-09-23,Pending
548,25497,44,3,367.41,2023-08-24,Delivered
549,28116,524,4,471.52,2022-06-24,Cancelled
550,12686,706,3,528.27,2023-10-10,Shipped
551,30477,986,4,672.88,2023-12-21,Delivered
552,40797,468,2,654.7,2022-10-22,Processing
553,32728,113,4,1995.92,2023-07-30,Shipped
554,29587,795,5,1587.75,2024-09-09,Pending
555,29069,47,1,75.44,2024-01-27,Pending
